LayouterMode: RTX
TimeCopyBack: 1.008e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 12
Elapsed: 0.0102464
TimeRepulsiveForce: 0.0102464
AvgTimeRepulsiveForce: 0.0105734
TimeBuildAccel: 0.00762496
TimeTraverseAccel: 0.00896432
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08797
TimeAttractiveForces: 0.00120982
TimeDisperse: 0.00125952
TimeCopyBack: 9.12e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 13
Elapsed: 0.0102823
TimeRepulsiveForce: 0.0102823
AvgTimeRepulsiveForce: 0.0105511
TimeBuildAccel: 0.00784291
TimeTraverseAccel: 0.00909424
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08688
TimeAttractiveForces: 0.00118752
TimeDisperse: 0.00119594
TimeCopyBack: 9.152e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 14
Elapsed: 0.0101951
TimeRepulsiveForce: 0.0101951
AvgTimeRepulsiveForce: 0.0105256
TimeBuildAccel: 0.0075919
TimeTraverseAccel: 0.00890435
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.0858
TimeAttractiveForces: 0.00117373
TimeDisperse: 0.00123152
TimeCopyBack: 1.2672e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 15
Elapsed: 0.0104063
TimeRepulsiveForce: 0.0104063
AvgTimeRepulsiveForce: 0.0105177
TimeBuildAccel: 0.00780426
TimeTraverseAccel: 0.00907632
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08471
TimeAttractiveForces: 0.0012433
TimeDisperse: 0.00123914
TimeCopyBack: 1.2192e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 16
Elapsed: 0.0102356
TimeRepulsiveForce: 0.0102356
AvgTimeRepulsiveForce: 0.0105
TimeBuildAccel: 0.00760832
TimeTraverseAccel: 0.00888218
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08363
TimeAttractiveForces: 0.00121114
TimeDisperse: 0.00119235
TimeCopyBack: 7.68e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 17
Elapsed: 0.0105144
TimeRepulsiveForce: 0.0105144
AvgTimeRepulsiveForce: 0.0105009
TimeBuildAccel: 0.00788134
TimeTraverseAccel: 0.00918976
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08255
TimeAttractiveForces: 0.0013912
TimeDisperse: 0.00120294
TimeCopyBack: 1.296e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 18
Elapsed: 0.0104867
TimeRepulsiveForce: 0.0104867
AvgTimeRepulsiveForce: 0.0105001
TimeBuildAccel: 0.00785952
TimeTraverseAccel: 0.00915722
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08147
TimeAttractiveForces: 0.00119757
TimeDisperse: 0.0012335
TimeCopyBack: 1.0752e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 19
Elapsed: 0.0103002
TimeRepulsiveForce: 0.0103002
AvgTimeRepulsiveForce: 0.0104896
TimeBuildAccel: 0.0076705
TimeTraverseAccel: 0.0089391
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.08039
TimeAttractiveForces: 0.0012352
TimeDisperse: 0.00121664
TimeCopyBack: 1.3088e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 20
Elapsed: 0.0102784
TimeRepulsiveForce: 0.0102784
AvgTimeRepulsiveForce: 0.010479
TimeBuildAccel: 0.00764688
TimeTraverseAccel: 0.0089495
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07931
TimeAttractiveForces: 0.00119427
TimeDisperse: 0.00142566
TimeCopyBack: 1.2928e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 21
Elapsed: 0.0105096
TimeRepulsiveForce: 0.0105096
AvgTimeRepulsiveForce: 0.0104805
TimeBuildAccel: 0.00767725
TimeTraverseAccel: 0.00917155
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07823
TimeAttractiveForces: 0.00120214
TimeDisperse: 0.00123286
TimeCopyBack: 1.5264e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 22
Elapsed: 0.010499
TimeRepulsiveForce: 0.010499
AvgTimeRepulsiveForce: 0.0104813
TimeBuildAccel: 0.00788301
TimeTraverseAccel: 0.00914854
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07715
TimeAttractiveForces: 0.0014288
TimeDisperse: 0.00122874
TimeCopyBack: 1.4112e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 23
Elapsed: 0.0102462
TimeRepulsiveForce: 0.0102462
AvgTimeRepulsiveForce: 0.0104711
TimeBuildAccel: 0.00764115
TimeTraverseAccel: 0.00888003
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07608
TimeAttractiveForces: 0.00121037
TimeDisperse: 0.00118816
TimeCopyBack: 1.0336e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 24
Elapsed: 0.0104381
TimeRepulsiveForce: 0.0104381
AvgTimeRepulsiveForce: 0.0104697
TimeBuildAccel: 0.00783213
TimeTraverseAccel: 0.00912333
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.075
TimeAttractiveForces: 0.00120403
TimeDisperse: 0.00117146
TimeCopyBack: 1.2288e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 25
Elapsed: 0.0100516
TimeRepulsiveForce: 0.0100516
AvgTimeRepulsiveForce: 0.010453
TimeBuildAccel: 0.00761395
TimeTraverseAccel: 0.00888416
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07393
TimeAttractiveForces: 0.00121248
TimeDisperse: 0.00119194
TimeCopyBack: 9.888e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 26
Elapsed: 0.010267
TimeRepulsiveForce: 0.010267
AvgTimeRepulsiveForce: 0.0104458
TimeBuildAccel: 0.00763526
TimeTraverseAccel: 0.00894192
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07285
TimeAttractiveForces: 0.00118634
TimeDisperse: 0.00123699
TimeCopyBack: 1.0016e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 27
Elapsed: 0.0101212
TimeRepulsiveForce: 0.0101212
AvgTimeRepulsiveForce: 0.0104338
TimeBuildAccel: 0.00749402
TimeTraverseAccel: 0.00879037
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07178
TimeAttractiveForces: 0.00119603
TimeDisperse: 0.00119808
TimeCopyBack: 7.968e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 28
Elapsed: 0.0105128
TimeRepulsiveForce: 0.0105128
AvgTimeRepulsiveForce: 0.0104366
TimeBuildAccel: 0.0076681
TimeTraverseAccel: 0.0091833
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.07071
TimeAttractiveForces: 0.00119955
TimeDisperse: 0.00123808
TimeCopyBack: 1.2928e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 29
Elapsed: 0.0103256
TimeRepulsiveForce: 0.0103256
AvgTimeRepulsiveForce: 0.0104328
TimeBuildAccel: 0.0078759
TimeTraverseAccel: 0.00914707
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06964
TimeAttractiveForces: 0.00144176
TimeDisperse: 0.0012144
TimeCopyBack: 9.92e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 30
Elapsed: 0.0105102
TimeRepulsiveForce: 0.0105102
AvgTimeRepulsiveForce: 0.0104354
TimeBuildAccel: 0.00787686
TimeTraverseAccel: 0.00912541
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06857
TimeAttractiveForces: 0.00121818
TimeDisperse: 0.00120013
TimeCopyBack: 9.824e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 31
Elapsed: 0.0102697
TimeRepulsiveForce: 0.0102697
AvgTimeRepulsiveForce: 0.01043
TimeBuildAccel: 0.00763379
TimeTraverseAccel: 0.00892419
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06751
TimeAttractiveForces: 0.00120045
TimeDisperse: 0.00123466
TimeCopyBack: 1.5712e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 32
Elapsed: 0.010308
TimeRepulsiveForce: 0.010308
AvgTimeRepulsiveForce: 0.0104262
TimeBuildAccel: 0.00767395
TimeTraverseAccel: 0.00892768
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06644
TimeAttractiveForces: 0.00121398
TimeDisperse: 0.00139469
TimeCopyBack: 9.696e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 33
Elapsed: 0.0104324
TimeRepulsiveForce: 0.0104324
AvgTimeRepulsiveForce: 0.0104264
TimeBuildAccel: 0.0075904
TimeTraverseAccel: 0.00906074
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06537
TimeAttractiveForces: 0.00120858
TimeDisperse: 0.0011856
TimeCopyBack: 1.0368e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 34
Elapsed: 0.0101192
TimeRepulsiveForce: 0.0101192
AvgTimeRepulsiveForce: 0.0104174
TimeBuildAccel: 0.00769782
TimeTraverseAccel: 0.00895139
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06431
TimeAttractiveForces: 0.00119194
TimeDisperse: 0.00119405
TimeCopyBack: 1.4016e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 35
Elapsed: 0.0103735
TimeRepulsiveForce: 0.0103735
AvgTimeRepulsiveForce: 0.0104161
TimeBuildAccel: 0.00777786
TimeTraverseAccel: 0.00901158
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06325
TimeAttractiveForces: 0.00117811
TimeDisperse: 0.00116941
TimeCopyBack: 9.824e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 36
Elapsed: 0.0102917
TimeRepulsiveForce: 0.0102917
AvgTimeRepulsiveForce: 0.0104127
TimeBuildAccel: 0.00772742
TimeTraverseAccel: 0.00900147
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06218
TimeAttractiveForces: 0.00135002
TimeDisperse: 0.00118896
TimeCopyBack: 1.5488e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 37
Elapsed: 0.010173
TimeRepulsiveForce: 0.010173
AvgTimeRepulsiveForce: 0.0104062
TimeBuildAccel: 0.00764637
TimeTraverseAccel: 0.00885885
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06112
TimeAttractiveForces: 0.00137981
TimeDisperse: 0.00136624
TimeCopyBack: 1.28e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 38
Elapsed: 0.00999987
TimeRepulsiveForce: 0.00999987
AvgTimeRepulsiveForce: 0.0103955
TimeBuildAccel: 0.00734886
TimeTraverseAccel: 0.00875594
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.06006
TimeAttractiveForces: 0.00115507
TimeDisperse: 0.00115248
TimeCopyBack: 1.6352e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 39
Elapsed: 0.0103771
TimeRepulsiveForce: 0.0103771
AvgTimeRepulsiveForce: 0.010395
TimeBuildAccel: 0.00771264
TimeTraverseAccel: 0.00913395
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.059
TimeAttractiveForces: 0.00116077
TimeDisperse: 0.0013081
TimeCopyBack: 7.936e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 40
Elapsed: 0.00997565
TimeRepulsiveForce: 0.00997565
AvgTimeRepulsiveForce: 0.0103845
TimeBuildAccel: 0.00749798
TimeTraverseAccel: 0.00882512
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05794
TimeAttractiveForces: 0.00133891
TimeDisperse: 0.0013312
TimeCopyBack: 1.4848e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 41
Elapsed: 0.0103136
TimeRepulsiveForce: 0.0103136
AvgTimeRepulsiveForce: 0.0103828
TimeBuildAccel: 0.0078065
TimeTraverseAccel: 0.00901318
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05689
TimeAttractiveForces: 0.00136883
TimeDisperse: 0.00118784
TimeCopyBack: 1.408e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 42
Elapsed: 0.00986538
TimeRepulsiveForce: 0.00986538
AvgTimeRepulsiveForce: 0.0103705
TimeBuildAccel: 0.00710051
TimeTraverseAccel: 0.00841744
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05583
TimeAttractiveForces: 0.00118144
TimeDisperse: 0.00117965
TimeCopyBack: 1.0144e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 43
Elapsed: 0.0105773
TimeRepulsiveForce: 0.0105773
AvgTimeRepulsiveForce: 0.0103753
TimeBuildAccel: 0.00806077
TimeTraverseAccel: 0.00927728
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05478
TimeAttractiveForces: 0.0013553
TimeDisperse: 0.00135526
TimeCopyBack: 1.1104e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 44
Elapsed: 0.01014
TimeRepulsiveForce: 0.01014
AvgTimeRepulsiveForce: 0.01037
TimeBuildAccel: 0.00753926
TimeTraverseAccel: 0.00895213
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05372
TimeAttractiveForces: 0.0011777
TimeDisperse: 0.00116522
TimeCopyBack: 1.3664e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 45
Elapsed: 0.0100849
TimeRepulsiveForce: 0.0100849
AvgTimeRepulsiveForce: 0.0103636
TimeBuildAccel: 0.00756909
TimeTraverseAccel: 0.00878611
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05267
TimeAttractiveForces: 0.00124704
TimeDisperse: 0.00135421
TimeCopyBack: 9.568e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 46
Elapsed: 0.0102311
TimeRepulsiveForce: 0.0102311
AvgTimeRepulsiveForce: 0.0103607
TimeBuildAccel: 0.00765814
TimeTraverseAccel: 0.0089552
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05162
TimeAttractiveForces: 0.00133878
TimeDisperse: 0.00133722
TimeCopyBack: 1.296e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 47
Elapsed: 0.0103296
TimeRepulsiveForce: 0.0103296
AvgTimeRepulsiveForce: 0.0103601
TimeBuildAccel: 0.00774067
TimeTraverseAccel: 0.0091193
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.05057
TimeAttractiveForces: 0.00125034
TimeDisperse: 0.00125315
TimeCopyBack: 1.2672e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 48
Elapsed: 0.0105124
TimeRepulsiveForce: 0.0105124
AvgTimeRepulsiveForce: 0.0103632
TimeBuildAccel: 0.00792355
TimeTraverseAccel: 0.00930512
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04952
TimeAttractiveForces: 0.00135942
TimeDisperse: 0.00124256
TimeCopyBack: 8.576e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 49
Elapsed: 0.010307
TimeRepulsiveForce: 0.010307
AvgTimeRepulsiveForce: 0.0103621
TimeBuildAccel: 0.00774106
TimeTraverseAccel: 0.00903661
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04847
TimeAttractiveForces: 0.00133187
TimeDisperse: 0.00132506
TimeCopyBack: 7.232e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 50
Elapsed: 0.0102761
TimeRepulsiveForce: 0.0102761
AvgTimeRepulsiveForce: 0.0103604
TimeBuildAccel: 0.00761152
TimeTraverseAccel: 0.00897514
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04742
TimeAttractiveForces: 0.00125024
TimeDisperse: 0.00123974
TimeCopyBack: 1.5264e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 51
Elapsed: 0.0102674
TimeRepulsiveForce: 0.0102674
AvgTimeRepulsiveForce: 0.0103586
TimeBuildAccel: 0.00779955
TimeTraverseAccel: 0.00910026
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04638
TimeAttractiveForces: 0.00120176
TimeDisperse: 0.00125462
TimeCopyBack: 1.3824e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 52
Elapsed: 0.010126
TimeRepulsiveForce: 0.010126
AvgTimeRepulsiveForce: 0.0103541
TimeBuildAccel: 0.00755235
TimeTraverseAccel: 0.00887334
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04533
TimeAttractiveForces: 0.00130832
TimeDisperse: 0.00129843
TimeCopyBack: 1.472e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 53
Elapsed: 0.0104565
TimeRepulsiveForce: 0.0104565
AvgTimeRepulsiveForce: 0.010356
TimeBuildAccel: 0.0079073
TimeTraverseAccel: 0.00920387
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04429
TimeAttractiveForces: 0.00132099
TimeDisperse: 0.00131584
TimeCopyBack: 1.2928e-05

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 54
Elapsed: 0.0101796
TimeRepulsiveForce: 0.0101796
AvgTimeRepulsiveForce: 0.0103527
TimeBuildAccel: 0.00773347
TimeTraverseAccel: 0.00898227
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.04324
TimeAttractiveForces: 0.00125792
TimeDisperse: 0.00124013
TimeCopyBack: 9.088e-06

[1;33m@owl: bvh build mem: 127 items, 2.98Kb bounds, 9.25Kb temp, 10.16Kb initBVH, 0b finalBVH[0m
Iteration: 55
Elapsed: 0.0102061
TimeRepulsiveForce: 0.0102061
AvgTimeRepulsiveForce: 0.0103501
TimeBuildAccel: 0.00769955
TimeTraverseAccel: 0.00896845
NumNodes: 127
NumEdges: 126
kValue: 0.976092
Temperature: 1.0422
TimeAttractiveForces: 0.00121318
TimeDisperse: 0.00127222
TimeCopyBack: 1.536e-05

