LayouterMode: LBVH
TimeBuildAccel: 0.0118895
TimeTraverseAccel: 0.0983652
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.84
TimeAttractiveForces: 0.00130742
TimeDisperse: 0.0011591
TimeCopyBack: 0.000188416

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 12
Elapsed: 0.142881
TimeRepulsiveForce: 0.142881
AvgTimeRepulsiveForce: 0.115736
TimeBuildAccel: 0.0122554
TimeTraverseAccel: 0.141528
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.8042
TimeAttractiveForces: 0.0012329
TimeDisperse: 0.00133917
TimeCopyBack: 0.000188192

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 13
Elapsed: 0.103239
TimeRepulsiveForce: 0.103239
AvgTimeRepulsiveForce: 0.114775
TimeBuildAccel: 0.0131017
TimeTraverseAccel: 0.101949
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.7684
TimeAttractiveForces: 0.00129926
TimeDisperse: 0.00129805
TimeCopyBack: 0.000187072

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 14
Elapsed: 0.141428
TimeRepulsiveForce: 0.141428
AvgTimeRepulsiveForce: 0.116679
TimeBuildAccel: 0.0119327
TimeTraverseAccel: 0.139995
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.7327
TimeAttractiveForces: 0.00130224
TimeDisperse: 0.00122902
TimeCopyBack: 0.000187008

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 15
Elapsed: 0.102425
TimeRepulsiveForce: 0.102425
AvgTimeRepulsiveForce: 0.115728
TimeBuildAccel: 0.0136213
TimeTraverseAccel: 0.101055
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.697
TimeAttractiveForces: 0.00142944
TimeDisperse: 0.00125683
TimeCopyBack: 0.000186528

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 16
Elapsed: 0.164306
TimeRepulsiveForce: 0.164306
AvgTimeRepulsiveForce: 0.118764
TimeBuildAccel: 0.0125125
TimeTraverseAccel: 0.163159
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.6613
TimeAttractiveForces: 0.00139878
TimeDisperse: 0.00120422
TimeCopyBack: 0.000186208

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 17
Elapsed: 0.0997736
TimeRepulsiveForce: 0.0997736
AvgTimeRepulsiveForce: 0.117647
TimeBuildAccel: 0.0125287
TimeTraverseAccel: 0.0985079
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.6257
TimeAttractiveForces: 0.00121683
TimeDisperse: 0.00124518
TimeCopyBack: 0.00018416

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 18
Elapsed: 0.147019
TimeRepulsiveForce: 0.147019
AvgTimeRepulsiveForce: 0.119279
TimeBuildAccel: 0.0134903
TimeTraverseAccel: 0.145715
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.5901
TimeAttractiveForces: 0.00130685
TimeDisperse: 0.00128918
TimeCopyBack: 0.000184064

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 19
Elapsed: 0.10082
TimeRepulsiveForce: 0.10082
AvgTimeRepulsiveForce: 0.118308
TimeBuildAccel: 0.0120157
TimeTraverseAccel: 0.0995719
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.5545
TimeAttractiveForces: 0.00127386
TimeDisperse: 0.00153056
TimeCopyBack: 0.000185696

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 20
Elapsed: 0.0938927
TimeRepulsiveForce: 0.0938927
AvgTimeRepulsiveForce: 0.117087
TimeBuildAccel: 0.0125218
TimeTraverseAccel: 0.0927235
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.519
TimeAttractiveForces: 0.00140179
TimeDisperse: 0.00133542
TimeCopyBack: 0.000190656

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 21
Elapsed: 0.114725
TimeRepulsiveForce: 0.114725
AvgTimeRepulsiveForce: 0.116974
TimeBuildAccel: 0.0125814
TimeTraverseAccel: 0.113469
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.4835
TimeAttractiveForces: 0.00139936
TimeDisperse: 0.00122845
TimeCopyBack: 0.000184352

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 22
Elapsed: 0.0930731
TimeRepulsiveForce: 0.0930731
AvgTimeRepulsiveForce: 0.115888
TimeBuildAccel: 0.0122957
TimeTraverseAccel: 0.0916286
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.4481
TimeAttractiveForces: 0.00130253
TimeDisperse: 0.00118976
TimeCopyBack: 0.000179392

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 23
Elapsed: 0.120371
TimeRepulsiveForce: 0.120371
AvgTimeRepulsiveForce: 0.116083
TimeBuildAccel: 0.0122875
TimeTraverseAccel: 0.119156
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.4126
TimeAttractiveForces: 0.00124166
TimeDisperse: 0.00129597
TimeCopyBack: 0.000180224

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 24
Elapsed: 0.135888
TimeRepulsiveForce: 0.135888
AvgTimeRepulsiveForce: 0.116908
TimeBuildAccel: 0.0134048
TimeTraverseAccel: 0.134461
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.3773
TimeAttractiveForces: 0.00132381
TimeDisperse: 0.00133744
TimeCopyBack: 0.000183072

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 25
Elapsed: 0.101223
TimeRepulsiveForce: 0.101223
AvgTimeRepulsiveForce: 0.116281
TimeBuildAccel: 0.0126105
TimeTraverseAccel: 0.0999413
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.3419
TimeAttractiveForces: 0.00134662
TimeDisperse: 0.00120803
TimeCopyBack: 0.00018416

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 26
Elapsed: 0.135719
TimeRepulsiveForce: 0.135719
AvgTimeRepulsiveForce: 0.117028
TimeBuildAccel: 0.0117921
TimeTraverseAccel: 0.134422
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.3066
TimeAttractiveForces: 0.00139872
TimeDisperse: 0.00129763
TimeCopyBack: 0.000177792

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 27
Elapsed: 0.1263
TimeRepulsiveForce: 0.1263
AvgTimeRepulsiveForce: 0.117372
TimeBuildAccel: 0.0120812
TimeTraverseAccel: 0.125141
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.2713
TimeAttractiveForces: 0.00140918
TimeDisperse: 0.00124259
TimeCopyBack: 0.000187072

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 28
Elapsed: 0.137215
TimeRepulsiveForce: 0.137215
AvgTimeRepulsiveForce: 0.11808
TimeBuildAccel: 0.0121584
TimeTraverseAccel: 0.13587
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.2361
TimeAttractiveForces: 0.00140048
TimeDisperse: 0.00115712
TimeCopyBack: 0.000184608

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 29
Elapsed: 0.102886
TimeRepulsiveForce: 0.102886
AvgTimeRepulsiveForce: 0.117556
TimeBuildAccel: 0.0117034
TimeTraverseAccel: 0.101537
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.2009
TimeAttractiveForces: 0.00130035
TimeDisperse: 0.00130253
TimeCopyBack: 0.000187008

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 30
Elapsed: 0.139703
TimeRepulsiveForce: 0.139703
AvgTimeRepulsiveForce: 0.118295
TimeBuildAccel: 0.0118381
TimeTraverseAccel: 0.138395
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.1657
TimeAttractiveForces: 0.00131104
TimeDisperse: 0.00140288
TimeCopyBack: 0.000186464

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 31
Elapsed: 0.0856836
TimeRepulsiveForce: 0.0856836
AvgTimeRepulsiveForce: 0.117243
TimeBuildAccel: 0.0136796
TimeTraverseAccel: 0.0845106
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.1306
TimeAttractiveForces: 0.0012841
TimeDisperse: 0.00130048
TimeCopyBack: 0.000185664

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 32
Elapsed: 0.138049
TimeRepulsiveForce: 0.138049
AvgTimeRepulsiveForce: 0.117893
TimeBuildAccel: 0.011759
TimeTraverseAccel: 0.136744
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.0955
TimeAttractiveForces: 0.00130298
TimeDisperse: 0.00130458
TimeCopyBack: 0.000180736

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 33
Elapsed: 0.0889518
TimeRepulsiveForce: 0.0889518
AvgTimeRepulsiveForce: 0.117016
TimeBuildAccel: 0.0117229
TimeTraverseAccel: 0.0876617
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.0604
TimeAttractiveForces: 0.00129824
TimeDisperse: 0.00129475
TimeCopyBack: 0.000185472

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 34
Elapsed: 0.139247
TimeRepulsiveForce: 0.139247
AvgTimeRepulsiveForce: 0.11767
TimeBuildAccel: 0.011576
TimeTraverseAccel: 0.137951
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 35.0254
TimeAttractiveForces: 0.00130509
TimeDisperse: 0.0011953
TimeCopyBack: 0.000182496

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 35
Elapsed: 0.10066
TimeRepulsiveForce: 0.10066
AvgTimeRepulsiveForce: 0.117184
TimeBuildAccel: 0.0118151
TimeTraverseAccel: 0.0992117
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.9904
TimeAttractiveForces: 0.00130048
TimeDisperse: 0.00115552
TimeCopyBack: 0.000183328

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 36
Elapsed: 0.136891
TimeRepulsiveForce: 0.136891
AvgTimeRepulsiveForce: 0.117731
TimeBuildAccel: 0.0134945
TimeTraverseAccel: 0.13562
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.9555
TimeAttractiveForces: 0.00133293
TimeDisperse: 0.0013401
TimeCopyBack: 0.000189344

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 37
Elapsed: 0.0861591
TimeRepulsiveForce: 0.0861591
AvgTimeRepulsiveForce: 0.116878
TimeBuildAccel: 0.012898
TimeTraverseAccel: 0.0849139
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.9205
TimeAttractiveForces: 0.00118758
TimeDisperse: 0.00118064
TimeCopyBack: 0.000186944

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 38
Elapsed: 0.138593
TimeRepulsiveForce: 0.138593
AvgTimeRepulsiveForce: 0.117449
TimeBuildAccel: 0.0115916
TimeTraverseAccel: 0.13738
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.8857
TimeAttractiveForces: 0.00136397
TimeDisperse: 0.00127181
TimeCopyBack: 0.000179264

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 39
Elapsed: 0.0903002
TimeRepulsiveForce: 0.0903002
AvgTimeRepulsiveForce: 0.116753
TimeBuildAccel: 0.0122099
TimeTraverseAccel: 0.0890632
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.8508
TimeAttractiveForces: 0.00128637
TimeDisperse: 0.00118477
TimeCopyBack: 0.000178688

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 40
Elapsed: 0.136989
TimeRepulsiveForce: 0.136989
AvgTimeRepulsiveForce: 0.117259
TimeBuildAccel: 0.0117974
TimeTraverseAccel: 0.135837
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.816
TimeAttractiveForces: 0.00125555
TimeDisperse: 0.00129843
TimeCopyBack: 0.000185344

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 41
Elapsed: 0.094142
TimeRepulsiveForce: 0.094142
AvgTimeRepulsiveForce: 0.116695
TimeBuildAccel: 0.0120731
TimeTraverseAccel: 0.0928748
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.7812
TimeAttractiveForces: 0.00119194
TimeDisperse: 0.00139568
TimeCopyBack: 0.00018128

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 42
Elapsed: 0.141892
TimeRepulsiveForce: 0.141892
AvgTimeRepulsiveForce: 0.117295
TimeBuildAccel: 0.0114565
TimeTraverseAccel: 0.140574
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.7465
TimeAttractiveForces: 0.00119283
TimeDisperse: 0.00118646
TimeCopyBack: 0.000185568

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 43
Elapsed: 0.0846067
TimeRepulsiveForce: 0.0846067
AvgTimeRepulsiveForce: 0.116535
TimeBuildAccel: 0.0120673
TimeTraverseAccel: 0.0833487
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.7117
TimeAttractiveForces: 0.00124586
TimeDisperse: 0.00146022
TimeCopyBack: 0.000181056

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 44
Elapsed: 0.140547
TimeRepulsiveForce: 0.140547
AvgTimeRepulsiveForce: 0.117081
TimeBuildAccel: 0.0128394
TimeTraverseAccel: 0.1394
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.6771
TimeAttractiveForces: 0.00132282
TimeDisperse: 0.00121437
TimeCopyBack: 0.000179648

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 45
Elapsed: 0.0853802
TimeRepulsiveForce: 0.0853802
AvgTimeRepulsiveForce: 0.116376
TimeBuildAccel: 0.0115723
TimeTraverseAccel: 0.0842315
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.6424
TimeAttractiveForces: 0.00121494
TimeDisperse: 0.00123053
TimeCopyBack: 0.000183328

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 46
Elapsed: 0.136723
TimeRepulsiveForce: 0.136723
AvgTimeRepulsiveForce: 0.116819
TimeBuildAccel: 0.012118
TimeTraverseAccel: 0.135577
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.6078
TimeAttractiveForces: 0.00122397
TimeDisperse: 0.00126038
TimeCopyBack: 0.000183776

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 47
Elapsed: 0.084101
TimeRepulsiveForce: 0.084101
AvgTimeRepulsiveForce: 0.116122
TimeBuildAccel: 0.0122554
TimeTraverseAccel: 0.082819
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.5732
TimeAttractiveForces: 0.00139878
TimeDisperse: 0.001304
TimeCopyBack: 0.000185728

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 48
Elapsed: 0.140299
TimeRepulsiveForce: 0.140299
AvgTimeRepulsiveForce: 0.116626
TimeBuildAccel: 0.0121067
TimeTraverseAccel: 0.138912
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.5387
TimeAttractiveForces: 0.00132096
TimeDisperse: 0.00135987
TimeCopyBack: 0.000183968

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 49
Elapsed: 0.0847518
TimeRepulsiveForce: 0.0847518
AvgTimeRepulsiveForce: 0.115976
TimeBuildAccel: 0.012902
TimeTraverseAccel: 0.0834916
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.5042
TimeAttractiveForces: 0.00122502
TimeDisperse: 0.00133133
TimeCopyBack: 0.000184256

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 50
Elapsed: 0.1408
TimeRepulsiveForce: 0.1408
AvgTimeRepulsiveForce: 0.116472
TimeBuildAccel: 0.0117985
TimeTraverseAccel: 0.139552
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.4697
TimeAttractiveForces: 0.00130144
TimeDisperse: 0.0012047
TimeCopyBack: 0.000180736

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 51
Elapsed: 0.0931298
TimeRepulsiveForce: 0.0931298
AvgTimeRepulsiveForce: 0.116014
TimeBuildAccel: 0.0120984
TimeTraverseAccel: 0.091731
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.4353
TimeAttractiveForces: 0.00132349
TimeDisperse: 0.00117312
TimeCopyBack: 0.000180992

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 52
Elapsed: 0.142678
TimeRepulsiveForce: 0.142678
AvgTimeRepulsiveForce: 0.116527
TimeBuildAccel: 0.0117238
TimeTraverseAccel: 0.141405
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.4009
TimeAttractiveForces: 0.00126877
TimeDisperse: 0.0013839
TimeCopyBack: 0.000188544

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 53
Elapsed: 0.091439
TimeRepulsiveForce: 0.091439
AvgTimeRepulsiveForce: 0.116054
TimeBuildAccel: 0.0124934
TimeTraverseAccel: 0.0902881
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.3665
TimeAttractiveForces: 0.00141136
TimeDisperse: 0.00129578
TimeCopyBack: 0.00019008

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 54
Elapsed: 0.138792
TimeRepulsiveForce: 0.138792
AvgTimeRepulsiveForce: 0.116475
TimeBuildAccel: 0.0129028
TimeTraverseAccel: 0.13754
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.3322
TimeAttractiveForces: 0.00127101
TimeDisperse: 0.00119149
TimeCopyBack: 0.000193152

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 55
Elapsed: 0.0978449
TimeRepulsiveForce: 0.0978449
AvgTimeRepulsiveForce: 0.116136
TimeBuildAccel: 0.0120371
TimeTraverseAccel: 0.0965889
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.2979
TimeAttractiveForces: 0.00124314
TimeDisperse: 0.00123283
TimeCopyBack: 0.000181888

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 56
Elapsed: 0.141173
TimeRepulsiveForce: 0.141173
AvgTimeRepulsiveForce: 0.116583
TimeBuildAccel: 0.0125264
TimeTraverseAccel: 0.139944
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.2636
TimeAttractiveForces: 0.00140019
TimeDisperse: 0.00129299
TimeCopyBack: 0.00018208

@owl: LBVH build mem: 0.0K items, 0.0Mb bounds, 0.0Mb temp, 8.00Mb initBVH, 0b finalBVH
Iteration: 57
Elapsed: 0.0952134
TimeRepulsiveForce: 0.0952134
AvgTimeRepulsiveForce: 0.116208
TimeBuildAccel: 0.0114816
TimeTraverseAccel: 0.0939103
NumNodes: 131071
NumEdges: 131070
kValue: 0.999897
Temperature: 34.2294
TimeAttractiveForces: 0.00121738
