LayouterMode: RTX
[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 6
Elapsed: 0.0104699
TimeRepulsiveForce: 0.0104699
AvgTimeRepulsiveForce: 0.0104071
TimeBuildAccel: 0.00794662
TimeTraverseAccel: 0.00927754
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.69651
TimeAttractiveForces: 0.00118157
TimeDisperse: 0.00118442
TimeCopyBack: 1.2832e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 7
Elapsed: 0.0104908
TimeRepulsiveForce: 0.0104908
AvgTimeRepulsiveForce: 0.010419
TimeBuildAccel: 0.0078383
TimeTraverseAccel: 0.00911677
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.695814
TimeAttractiveForces: 0.00129843
TimeDisperse: 0.00141926
TimeCopyBack: 8.512e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 8
Elapsed: 0.0104814
TimeRepulsiveForce: 0.0104814
AvgTimeRepulsiveForce: 0.0104268
TimeBuildAccel: 0.00782134
TimeTraverseAccel: 0.00926918
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.695119
TimeAttractiveForces: 0.0011817
TimeDisperse: 0.0012841
TimeCopyBack: 9.664e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 9
Elapsed: 0.0102418
TimeRepulsiveForce: 0.0102418
AvgTimeRepulsiveForce: 0.0104063
TimeBuildAccel: 0.00766317
TimeTraverseAccel: 0.00901142
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.694425
TimeAttractiveForces: 0.00138275
TimeDisperse: 0.00138618
TimeCopyBack: 1.2256e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 10
Elapsed: 0.0102355
TimeRepulsiveForce: 0.0102355
AvgTimeRepulsiveForce: 0.0103892
TimeBuildAccel: 0.00758352
TimeTraverseAccel: 0.00903354
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.693731
TimeAttractiveForces: 0.00128867
TimeDisperse: 0.00119194
TimeCopyBack: 1.2032e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 11
Elapsed: 0.0102666
TimeRepulsiveForce: 0.0102666
AvgTimeRepulsiveForce: 0.010378
TimeBuildAccel: 0.0077041
TimeTraverseAccel: 0.00894531
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.693038
TimeAttractiveForces: 0.0013865
TimeDisperse: 0.00138442
TimeCopyBack: 1.3312e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 12
Elapsed: 0.0103072
TimeRepulsiveForce: 0.0103072
AvgTimeRepulsiveForce: 0.0103721
TimeBuildAccel: 0.00765392
TimeTraverseAccel: 0.00909158
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.692346
TimeAttractiveForces: 0.00118864
TimeDisperse: 0.00118838
TimeCopyBack: 1.8528e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 13
Elapsed: 0.010534
TimeRepulsiveForce: 0.010534
AvgTimeRepulsiveForce: 0.0103846
TimeBuildAccel: 0.00787501
TimeTraverseAccel: 0.0093151
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.691654
TimeAttractiveForces: 0.00118192
TimeDisperse: 0.00128358
TimeCopyBack: 1.3568e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 14
Elapsed: 0.0105484
TimeRepulsiveForce: 0.0105484
AvgTimeRepulsiveForce: 0.0103963
TimeBuildAccel: 0.00805296
TimeTraverseAccel: 0.00938483
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.690963
TimeAttractiveForces: 0.00137165
TimeDisperse: 0.00136806
TimeCopyBack: 1.0048e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 15
Elapsed: 0.0104612
TimeRepulsiveForce: 0.0104612
AvgTimeRepulsiveForce: 0.0104006
TimeBuildAccel: 0.00794144
TimeTraverseAccel: 0.0091464
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.690273
TimeAttractiveForces: 0.00136781
TimeDisperse: 0.00137165
TimeCopyBack: 1.1968e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 16
Elapsed: 0.0104645
TimeRepulsiveForce: 0.0104645
AvgTimeRepulsiveForce: 0.0104046
TimeBuildAccel: 0.00794605
TimeTraverseAccel: 0.0091544
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.689583
TimeAttractiveForces: 0.00135706
TimeDisperse: 0.00136147
TimeCopyBack: 1.1872e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 17
Elapsed: 0.0102302
TimeRepulsiveForce: 0.0102302
AvgTimeRepulsiveForce: 0.0103944
TimeBuildAccel: 0.00754957
TimeTraverseAccel: 0.00896563
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.688894
TimeAttractiveForces: 0.00116925
TimeDisperse: 0.00117606
TimeCopyBack: 9.664e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 18
Elapsed: 0.00994352
TimeRepulsiveForce: 0.00994352
AvgTimeRepulsiveForce: 0.0103693
TimeBuildAccel: 0.00754938
TimeTraverseAccel: 0.00877347
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.688206
TimeAttractiveForces: 0.00117942
TimeDisperse: 0.00118579
TimeCopyBack: 1.504e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 19
Elapsed: 0.0100928
TimeRepulsiveForce: 0.0100928
AvgTimeRepulsiveForce: 0.0103548
TimeBuildAccel: 0.00750429
TimeTraverseAccel: 0.00878253
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.687518
TimeAttractiveForces: 0.00118781
TimeDisperse: 0.00122502
TimeCopyBack: 9.056e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 20
Elapsed: 0.010196
TimeRepulsiveForce: 0.010196
AvgTimeRepulsiveForce: 0.0103468
TimeBuildAccel: 0.00760314
TimeTraverseAccel: 0.00884019
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.686831
TimeAttractiveForces: 0.00118224
TimeDisperse: 0.00137421
TimeCopyBack: 9.568e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 21
Elapsed: 0.0101358
TimeRepulsiveForce: 0.0101358
AvgTimeRepulsiveForce: 0.0103368
TimeBuildAccel: 0.00753142
TimeTraverseAccel: 0.00881066
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.686145
TimeAttractiveForces: 0.00118611
TimeDisperse: 0.00124256
TimeCopyBack: 1.1008e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 22
Elapsed: 0.0102862
TimeRepulsiveForce: 0.0102862
AvgTimeRepulsiveForce: 0.0103345
TimeBuildAccel: 0.00784595
TimeTraverseAccel: 0.00910771
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.68546
TimeAttractiveForces: 0.00121222
TimeDisperse: 0.00121709
TimeCopyBack: 1.5008e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 23
Elapsed: 0.0104994
TimeRepulsiveForce: 0.0104994
AvgTimeRepulsiveForce: 0.0103416
TimeBuildAccel: 0.0078815
TimeTraverseAccel: 0.00912522
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.684775
TimeAttractiveForces: 0.00121955
TimeDisperse: 0.0011993
TimeCopyBack: 1.248e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 24
Elapsed: 0.0104986
TimeRepulsiveForce: 0.0104986
AvgTimeRepulsiveForce: 0.0103482
TimeBuildAccel: 0.00787331
TimeTraverseAccel: 0.00914902
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.684091
TimeAttractiveForces: 0.00121219
TimeDisperse: 0.00120227
TimeCopyBack: 8.384e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 25
Elapsed: 0.0104197
TimeRepulsiveForce: 0.0104197
AvgTimeRepulsiveForce: 0.010351
TimeBuildAccel: 0.00781104
TimeTraverseAccel: 0.00908656
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.683407
TimeAttractiveForces: 0.00118045
TimeDisperse: 0.00123808
TimeCopyBack: 1.4112e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 26
Elapsed: 0.0102155
TimeRepulsiveForce: 0.0102155
AvgTimeRepulsiveForce: 0.0103458
TimeBuildAccel: 0.00759814
TimeTraverseAccel: 0.00885773
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.682725
TimeAttractiveForces: 0.00123254
TimeDisperse: 0.00121885
TimeCopyBack: 9.664e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 27
Elapsed: 0.0102114
TimeRepulsiveForce: 0.0102114
AvgTimeRepulsiveForce: 0.0103409
TimeBuildAccel: 0.00759446
TimeTraverseAccel: 0.00887568
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.682043
TimeAttractiveForces: 0.00118493
TimeDisperse: 0.00142026
TimeCopyBack: 1.392e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 28
Elapsed: 0.0104702
TimeRepulsiveForce: 0.0104702
AvgTimeRepulsiveForce: 0.0103455
TimeBuildAccel: 0.00762986
TimeTraverseAccel: 0.00911402
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.681361
TimeAttractiveForces: 0.00137712
TimeDisperse: 0.00120342
TimeCopyBack: 8.672e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 29
Elapsed: 0.0105073
TimeRepulsiveForce: 0.0105073
AvgTimeRepulsiveForce: 0.0103511
TimeBuildAccel: 0.0078816
TimeTraverseAccel: 0.00915395
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.680681
TimeAttractiveForces: 0.00140288
TimeDisperse: 0.00120877
TimeCopyBack: 9.088e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 30
Elapsed: 0.0105005
TimeRepulsiveForce: 0.0105005
AvgTimeRepulsiveForce: 0.010356
TimeBuildAccel: 0.00787123
TimeTraverseAccel: 0.00914522
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.68
TimeAttractiveForces: 0.00119808
TimeDisperse: 0.00124138
TimeCopyBack: 1.3664e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 31
Elapsed: 0.0101113
TimeRepulsiveForce: 0.0101113
AvgTimeRepulsiveForce: 0.0103481
TimeBuildAccel: 0.00767805
TimeTraverseAccel: 0.00892342
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.679321
TimeAttractiveForces: 0.00123312
TimeDisperse: 0.00121037
TimeCopyBack: 1.296e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 32
Elapsed: 0.0102812
TimeRepulsiveForce: 0.0102812
AvgTimeRepulsiveForce: 0.010346
TimeBuildAccel: 0.00764749
TimeTraverseAccel: 0.0089327
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.678642
TimeAttractiveForces: 0.00119594
TimeDisperse: 0.00142416
TimeCopyBack: 1.2544e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 33
Elapsed: 0.0105058
TimeRepulsiveForce: 0.0105058
AvgTimeRepulsiveForce: 0.0103509
TimeBuildAccel: 0.00767427
TimeTraverseAccel: 0.00916352
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.677964
TimeAttractiveForces: 0.00119891
TimeDisperse: 0.00123466
TimeCopyBack: 1.552e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 34
Elapsed: 0.0103188
TimeRepulsiveForce: 0.0103188
AvgTimeRepulsiveForce: 0.0103499
TimeBuildAccel: 0.00787542
TimeTraverseAccel: 0.00913418
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.677287
TimeAttractiveForces: 0.00121037
TimeDisperse: 0.00120838
TimeCopyBack: 1.488e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 35
Elapsed: 0.0105052
TimeRepulsiveForce: 0.0105052
AvgTimeRepulsiveForce: 0.0103544
TimeBuildAccel: 0.00788227
TimeTraverseAccel: 0.00912538
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.67661
TimeAttractiveForces: 0.00122266
TimeDisperse: 0.00120246
TimeCopyBack: 1.296e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 36
Elapsed: 0.0104988
TimeRepulsiveForce: 0.0104988
AvgTimeRepulsiveForce: 0.0103584
TimeBuildAccel: 0.00787347
TimeTraverseAccel: 0.00915165
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.675934
TimeAttractiveForces: 0.00121475
TimeDisperse: 0.00119603
TimeCopyBack: 8.64e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 37
Elapsed: 0.0101084
TimeRepulsiveForce: 0.0101084
AvgTimeRepulsiveForce: 0.0103516
TimeBuildAccel: 0.00766205
TimeTraverseAccel: 0.00892256
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.675259
TimeAttractiveForces: 0.00121651
TimeDisperse: 0.0011977
TimeCopyBack: 1.4944e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 38
Elapsed: 0.0102657
TimeRepulsiveForce: 0.0102657
AvgTimeRepulsiveForce: 0.0103494
TimeBuildAccel: 0.00764592
TimeTraverseAccel: 0.00892022
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.674585
TimeAttractiveForces: 0.0011984
TimeDisperse: 0.0012321
TimeCopyBack: 1.3152e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 39
Elapsed: 0.0100849
TimeRepulsiveForce: 0.0100849
AvgTimeRepulsiveForce: 0.0103426
TimeBuildAccel: 0.00745526
TimeTraverseAccel: 0.00873523
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.673911
TimeAttractiveForces: 0.00118918
TimeDisperse: 0.00119274
TimeCopyBack: 1.2096e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 40
Elapsed: 0.0104215
TimeRepulsiveForce: 0.0104215
AvgTimeRepulsiveForce: 0.0103446
TimeBuildAccel: 0.007608
TimeTraverseAccel: 0.00908608
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.673237
TimeAttractiveForces: 0.00118714
TimeDisperse: 0.00122778
TimeCopyBack: 1.5104e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 41
Elapsed: 0.0102881
TimeRepulsiveForce: 0.0102881
AvgTimeRepulsiveForce: 0.0103432
TimeBuildAccel: 0.00784886
TimeTraverseAccel: 0.00909792
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.672565
TimeAttractiveForces: 0.00142566
TimeDisperse: 0.00123734
TimeCopyBack: 1.1808e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 42
Elapsed: 0.01031
TimeRepulsiveForce: 0.01031
AvgTimeRepulsiveForce: 0.0103424
TimeBuildAccel: 0.00768643
TimeTraverseAccel: 0.0089215
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.671893
TimeAttractiveForces: 0.00122326
TimeDisperse: 0.00119507
TimeCopyBack: 1.4368e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 43
Elapsed: 0.0102703
TimeRepulsiveForce: 0.0102703
AvgTimeRepulsiveForce: 0.0103407
TimeBuildAccel: 0.00765261
TimeTraverseAccel: 0.00892278
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.671222
TimeAttractiveForces: 0.00120422
TimeDisperse: 0.00119808
TimeCopyBack: 7.552e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 44
Elapsed: 0.0101094
TimeRepulsiveForce: 0.0101094
AvgTimeRepulsiveForce: 0.0103355
TimeBuildAccel: 0.00767027
TimeTraverseAccel: 0.00892672
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.670551
TimeAttractiveForces: 0.00122061
TimeDisperse: 0.00140698
TimeCopyBack: 1.392e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 45
Elapsed: 0.0102791
TimeRepulsiveForce: 0.0102791
AvgTimeRepulsiveForce: 0.0103342
TimeBuildAccel: 0.00765152
TimeTraverseAccel: 0.00892534
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.669881
TimeAttractiveForces: 0.00119398
TimeDisperse: 0.00122746
TimeCopyBack: 1.2736e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 46
Elapsed: 0.0100858
TimeRepulsiveForce: 0.0100858
AvgTimeRepulsiveForce: 0.0103288
TimeBuildAccel: 0.00745574
TimeTraverseAccel: 0.00873136
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.669212
TimeAttractiveForces: 0.00119469
TimeDisperse: 0.00119658
TimeCopyBack: 1.5072e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 47
Elapsed: 0.0105104
TimeRepulsiveForce: 0.0105104
AvgTimeRepulsiveForce: 0.0103327
TimeBuildAccel: 0.00767197
TimeTraverseAccel: 0.00915526
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.668543
TimeAttractiveForces: 0.00119827
TimeDisperse: 0.00123542
TimeCopyBack: 1.184e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 48
Elapsed: 0.0103117
TimeRepulsiveForce: 0.0103117
AvgTimeRepulsiveForce: 0.0103322
TimeBuildAccel: 0.00787987
TimeTraverseAccel: 0.00913376
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.667875
TimeAttractiveForces: 0.00143974
TimeDisperse: 0.00121232
TimeCopyBack: 1.1456e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 49
Elapsed: 0.0104436
TimeRepulsiveForce: 0.0104436
AvgTimeRepulsiveForce: 0.0103345
TimeBuildAccel: 0.00783584
TimeTraverseAccel: 0.00906339
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.667208
TimeAttractiveForces: 0.0012185
TimeDisperse: 0.0011969
TimeCopyBack: 8.288e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 50
Elapsed: 0.0102185
TimeRepulsiveForce: 0.0102185
AvgTimeRepulsiveForce: 0.0103322
TimeBuildAccel: 0.00759914
TimeTraverseAccel: 0.0088663
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.666542
TimeAttractiveForces: 0.00121667
TimeDisperse: 0.00119491
TimeCopyBack: 1.1712e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 51
Elapsed: 0.0100766
TimeRepulsiveForce: 0.0100766
AvgTimeRepulsiveForce: 0.0103272
TimeBuildAccel: 0.0076273
TimeTraverseAccel: 0.00888458
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.665876
TimeAttractiveForces: 0.00122061
TimeDisperse: 0.00140678
TimeCopyBack: 8.48e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 52
Elapsed: 0.0100655
TimeRepulsiveForce: 0.0100655
AvgTimeRepulsiveForce: 0.0103221
TimeBuildAccel: 0.00744819
TimeTraverseAccel: 0.00869325
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.66521
TimeAttractiveForces: 0.00123872
TimeDisperse: 0.00122323
TimeCopyBack: 9.824e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 53
Elapsed: 0.0098584
TimeRepulsiveForce: 0.0098584
AvgTimeRepulsiveForce: 0.0103134
TimeBuildAccel: 0.00744384
TimeTraverseAccel: 0.00868694
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.664546
TimeAttractiveForces: 0.00120877
TimeDisperse: 0.00138445
TimeCopyBack: 8.192e-06

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 54
Elapsed: 0.0102965
TimeRepulsiveForce: 0.0102965
AvgTimeRepulsiveForce: 0.0103131
TimeBuildAccel: 0.00766138
TimeTraverseAccel: 0.00912381
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.663882
TimeAttractiveForces: 0.00119994
TimeDisperse: 0.00123478
TimeCopyBack: 1.4784e-05

[1;33m@owl: bvh build mem: 63 items, 1.48Kb bounds, 4.75Kb temp, 7.06Kb initBVH, 0b finalBVH[0m
Iteration: 55
Elapsed: 0.0103032
TimeRepulsiveForce: 0.0103032
AvgTimeRepulsiveForce: 0.0103129
TimeBuildAccel: 0.00786611
TimeTraverseAccel: 0.0091145
NumNodes: 63
NumEdges: 62
kValue: 0.881917
Temperature: 0.663219
TimeAttractiveForces: 0.00144746
TimeDisperse: 0.00122266
TimeCopyBack: 1.1712e-05

